name,transaction_type,amount,balance,time_of_transaction,dynamic_balance,,username
Deepak Verma,incoming,166.8,7939.04,28-01-2025 12:20,8105.84,,deepak.verma
Sunita Nair,incoming,915.21,4697.03,28-01-2025 12:27,5612.24,,sunita.nair
Kavita Mehta,incoming,735.68,4514.27,28-01-2025 12:37,5249.95,,kavita.mehta
Sanjay Patel,incoming,734.18,4364.87,28-01-2025 12:40,5099.05,,sanjay.patel
Rohit Sharma,incoming,598.38,8040.24,28-01-2025 12:52,8638.62,,rohit.sharma
Deepak Sharma,outgoing,721.25,7064,28-01-2025 12:54,6342.75,,deepak.sharma
Sanjay Verma,outgoing,945.1,9785.68,28-01-2025 12:56,8840.58,,sanjay.verma
Rahul Patel,incoming,460.71,8404.67,28-01-2025 12:59,8865.38,,rahul.patel
Priya Nair,incoming,569.73,2566.5,28-01-2025 13:00,3136.23,,priya.nair
Sunita Verma,outgoing,270.88,2528,28-01-2025 13:16,2257.12,,sunita.verma
Rohit Verma,outgoing,496.69,1979.57,28-01-2025 13:19,1482.88,,rohit.verma
Deepak Gupta,outgoing,996.64,8927.34,28-01-2025 13:35,7930.7,,deepak.gupta
Priya Chopra,incoming,351.21,6585.02,28-01-2025 13:37,6936.23,,priya.chopra
Anjali Singh,outgoing,248.32,3743.64,28-01-2025 13:40,3495.32,,anjali.singh
Rohit Nair,outgoing,477.53,3399.98,28-01-2025 13:41,2922.45,,rohit.nair
Sanjay Mehta,incoming,568.21,2147.34,28-01-2025 13:47,2715.55,,sanjay.mehta
Deepak Chopra,incoming,962.57,5248.2,28-01-2025 13:53,6210.77,,deepak.chopra
Amit Nair,incoming,624.64,1032.56,28-01-2025 14:05,1657.2,,amit.nair
Rohit Iyer,outgoing,146.81,9755.5,28-01-2025 14:05,9608.69,,rohit.iyer
Amit Chopra,incoming,116.95,6315.51,28-01-2025 14:09,6432.46,,amit.chopra
Amit Verma,outgoing,469.88,1323.26,28-01-2025 14:14,853.38,,amit.verma
Sunita Verma,outgoing,298.41,7480.56,28-01-2025 14:18,7182.15,,sunita.verma
Sanjay Singh,outgoing,907.18,3463.39,28-01-2025 14:24,2556.21,,sanjay.singh
Kavita Mehta,incoming,564.91,7358.54,28-01-2025 14:35,7923.45,,kavita.mehta
Amit Patel,outgoing,126.65,6920.29,28-01-2025 14:37,6793.64,,amit.patel
Rohit Mehta,outgoing,492.74,6440.81,28-01-2025 14:39,5948.07,,rohit.mehta
Kavita Singh,incoming,312.64,9692.22,28-01-2025 14:51,10004.86,,kavita.singh
Anjali Sharma,outgoing,976.25,8566.81,28-01-2025 14:53,7590.56,,anjali.sharma
Sanjay Reddy,outgoing,235.71,8234.07,28-01-2025 15:01,7998.36,,sanjay.reddy
Rajesh Verma,incoming,443.63,6967.01,28-01-2025 15:07,7410.64,,rajesh.verma
Anjali Reddy,outgoing,319.1,5344.62,28-01-2025 15:38,5025.52,,anjali.reddy
Anjali Mehta,incoming,676.97,4472.12,28-01-2025 15:40,5149.09,,anjali.mehta
Deepak Sharma,incoming,665.68,4935.06,28-01-2025 15:49,5600.74,,deepak.sharma
Sanjay Gupta,incoming,995.09,7929.42,28-01-2025 15:49,8924.51,,sanjay.gupta
Rahul Gupta,incoming,516.64,9430.09,28-01-2025 16:02,9946.73,,rahul.gupta
Anjali Chopra,outgoing,401.53,2600.56,28-01-2025 16:07,2199.03,,anjali.chopra
Priya Gupta,outgoing,113.24,1893.86,28-01-2025 16:10,1780.62,,priya.gupta
Rajesh Chopra,outgoing,137.49,8757.91,28-01-2025 16:15,8620.42,,rajesh.chopra
Rohit Gupta,outgoing,176.79,5202.03,28-01-2025 16:17,5025.24,,rohit.gupta
Amit Gupta,outgoing,796.22,4121.99,28-01-2025 16:21,3325.77,,amit.gupta
Rajesh Mehta,outgoing,160.03,9008.22,28-01-2025 16:32,8848.19,,rajesh.mehta
Rajesh Singh,incoming,545.34,9436.62,28-01-2025 16:33,9981.96,,rajesh.singh
Rajesh Sharma,incoming,584.18,4491.7,28-01-2025 16:38,5075.88,,rajesh.sharma
Sanjay Patel,outgoing,562.19,2978.05,28-01-2025 16:39,2415.86,,sanjay.patel
Anjali Reddy,outgoing,907.35,5344.62,28-01-2025 16:46,4437.27,,anjali.reddy
Sunita Gupta,incoming,600.28,8885.81,28-01-2025 16:58,9486.09,,sunita.gupta
Sunita Patel,outgoing,336.74,8501.94,28-01-2025 17:04,8165.2,,sunita.patel
Priya Verma,incoming,711.98,4204.74,28-01-2025 17:07,4916.72,,priya.verma
Rajesh Gupta,outgoing,151.45,6504.12,28-01-2025 17:11,6352.67,,rajesh.gupta
Sunita Gupta,outgoing,953.66,5919.34,28-01-2025 17:14,4965.68,,sunita.gupta
Kavita Gupta,outgoing,468.39,3851.77,28-01-2025 17:16,3383.38,,kavita.gupta
Rahul Patel,outgoing,871.34,8182.54,28-01-2025 17:22,7311.2,,rahul.patel
Rajesh Iyer,incoming,194.14,8308.48,28-01-2025 17:31,8502.62,,rajesh.iyer
Rajesh Sharma,outgoing,519.08,4202.79,28-01-2025 17:53,3683.71,,rajesh.sharma
Deepak Iyer,incoming,613.23,7934.17,28-01-2025 18:15,8547.4,,deepak.iyer
Kavita Reddy,outgoing,992.47,2482.44,28-01-2025 18:19,1489.97,,kavita.reddy
Anjali Verma,outgoing,175.88,3294.52,28-01-2025 18:22,3118.64,,anjali.verma
Deepak Mehta,incoming,549.73,8474.33,28-01-2025 18:24,9024.06,,deepak.mehta
Rohit Verma,outgoing,858.85,2577.7,28-01-2025 18:35,1718.85,,rohit.verma
Anjali Reddy,outgoing,826.77,7398.48,28-01-2025 18:43,6571.71,,anjali.reddy
Priya Chopra,incoming,753.09,5191.25,28-01-2025 18:43,5944.34,,priya.chopra
Rahul Verma,outgoing,782.53,4114.81,28-01-2025 18:59,3332.28,,rahul.verma
Rajesh Verma,incoming,719.4,5702.29,28-01-2025 19:11,6421.69,,rajesh.verma
Rohit Reddy,incoming,465.59,3894.26,28-01-2025 19:12,4359.85,,rohit.reddy
Amit Singh,incoming,156.33,8135.35,28-01-2025 19:17,8291.68,,amit.singh
Sanjay Chopra,outgoing,961.8,7361.31,28-01-2025 19:34,6399.51,,sanjay.chopra
Rajesh Chopra,incoming,211.37,3863.93,28-01-2025 19:36,4075.3,,rajesh.chopra
Priya Mehta,outgoing,325.25,2397.9,28-01-2025 19:51,2072.65,,priya.mehta
Sunita Reddy,incoming,922.2,5765.72,28-01-2025 19:53,6687.92,,sunita.reddy
Priya Nair,outgoing,107.87,2566.5,28-01-2025 19:57,2458.63,,priya.nair
Rahul Iyer,incoming,666.59,2389.48,28-01-2025 20:07,3056.07,,rahul.iyer
Priya Verma,incoming,675.86,9944.11,28-01-2025 20:14,10619.97,,priya.verma
Deepak Chopra,incoming,778.18,3130.56,28-01-2025 20:20,3908.74,,deepak.chopra
Rahul Chopra,outgoing,791.97,7927.82,28-01-2025 20:31,7135.85,,rahul.chopra
Anjali Verma,outgoing,913.03,6549.94,28-01-2025 20:35,5636.91,,anjali.verma
Amit Patel,incoming,870.27,9607.46,28-01-2025 20:39,10477.73,,amit.patel
Sunita Patel,outgoing,852.79,5161.26,28-01-2025 20:42,4308.47,,sunita.patel
Deepak Mehta,incoming,118.9,3942.44,28-01-2025 20:48,4061.34,,deepak.mehta
Amit Verma,outgoing,366.44,1337.43,28-01-2025 20:52,970.99,,amit.verma
Sunita Sharma,outgoing,235.66,2658.41,28-01-2025 20:52,2422.75,,sunita.sharma
Anjali Patel,outgoing,781.49,5564.23,28-01-2025 20:55,4782.74,,anjali.patel
Rajesh Patel,incoming,415.82,9866.66,28-01-2025 20:58,10282.48,,rajesh.patel
Sanjay Singh,outgoing,656.99,3397.67,28-01-2025 21:13,2740.68,,sanjay.singh
Anjali Sharma,incoming,192.58,1694.44,28-01-2025 21:35,1887.02,,anjali.sharma
Rohit Reddy,outgoing,657.38,1465.54,28-01-2025 21:40,808.16,,rohit.reddy
Deepak Nair,outgoing,386.46,2919.28,28-01-2025 21:50,2532.82,,deepak.nair
Amit Singh,incoming,718.19,8135.35,28-01-2025 21:56,8853.54,,amit.singh
Rahul Verma,incoming,352.56,6440.55,28-01-2025 22:02,6793.11,,rahul.verma
Rajesh Patel,outgoing,124.15,6693.9,28-01-2025 22:08,6569.75,,rajesh.patel
Deepak Nair,outgoing,284.01,3603.83,28-01-2025 22:19,3319.82,,deepak.nair
Sanjay Singh,outgoing,582.37,3463.39,28-01-2025 22:32,2881.02,,sanjay.singh
Amit Chopra,outgoing,523.52,7254.82,28-01-2025 22:47,6731.3,,amit.chopra
Priya Verma,incoming,210,3129.15,28-01-2025 22:58,3339.15,,priya.verma
Priya Mehta,incoming,933.64,2842.3,28-01-2025 23:01,3775.94,,priya.mehta
Anjali Sharma,outgoing,702.61,1229.32,28-01-2025 23:02,526.71,,anjali.sharma
Rahul Gupta,incoming,610.18,3214.87,28-01-2025 23:15,3825.05,,rahul.gupta
Rajesh Mehta,outgoing,421.65,1995.25,28-01-2025 23:24,1573.6,,rajesh.mehta
Deepak Iyer,incoming,194.67,7054.15,28-01-2025 23:34,7248.82,,deepak.iyer
Sunita Chopra,incoming,496.27,9896.21,28-01-2025 23:36,10392.48,,sunita.chopra
Rohit Nair,incoming,971.24,9948.17,29-01-2025 00:00,10919.41,,rohit.nair
Kavita Patel,outgoing,894.41,8829.76,29-01-2025 00:08,7935.35,,kavita.patel
Kavita Verma,incoming,170.57,4965.42,29-01-2025 00:11,5135.99,,kavita.verma
Rahul Verma,incoming,675.04,5717.54,29-01-2025 00:20,6392.58,,rahul.verma
Rohit Mehta,outgoing,938.1,6440.81,29-01-2025 00:27,5502.71,,rohit.mehta
Rahul Reddy,outgoing,984.14,9258.07,29-01-2025 00:28,8273.93,,rahul.reddy
Rahul Mehta,incoming,495.32,3974.82,29-01-2025 00:29,4470.14,,rahul.mehta
Sunita Singh,incoming,268.19,4608.53,29-01-2025 00:35,4876.72,,sunita.singh
Rahul Verma,outgoing,612.55,5717.54,29-01-2025 00:49,5104.99,,rahul.verma
Rohit Sharma,incoming,339.18,1035.46,29-01-2025 00:52,1374.64,,rohit.sharma
Anjali Patel,incoming,164.5,7721.87,29-01-2025 00:57,7886.37,,anjali.patel
Sunita Gupta,incoming,940.09,5013.83,29-01-2025 01:08,5953.92,,sunita.gupta
Rajesh Gupta,incoming,521.01,7256.44,29-01-2025 01:24,7777.45,,rajesh.gupta
Priya Verma,incoming,149.91,6448.45,29-01-2025 01:26,6598.36,,priya.verma
Rahul Gupta,outgoing,792.36,8398.55,29-01-2025 01:36,7606.19,,rahul.gupta
Kavita Chopra,outgoing,672.06,9209.9,29-01-2025 01:39,8537.84,,kavita.chopra
Priya Sharma,incoming,219.73,5839.86,29-01-2025 01:39,6059.59,,priya.sharma
Rahul Chopra,incoming,156.89,9750.46,29-01-2025 01:48,9907.35,,rahul.chopra
Deepak Singh,outgoing,495.21,1387.23,29-01-2025 01:52,892.02,,deepak.singh
Amit Sharma,incoming,179.99,6502.52,29-01-2025 01:53,6682.51,,amit.sharma
Amit Mehta,incoming,924.33,6014.79,29-01-2025 02:08,6939.12,,amit.mehta
Amit Mehta,incoming,627.12,1699.44,29-01-2025 02:12,2326.56,,amit.mehta
Amit Singh,outgoing,704.06,9317.3,29-01-2025 02:18,8613.24,,amit.singh
Rohit Iyer,outgoing,799.95,2809.37,29-01-2025 02:21,2009.42,,rohit.iyer
Kavita Iyer,incoming,892.8,2347.71,29-01-2025 02:22,3240.51,,kavita.iyer
Rohit Verma,incoming,378.05,8462.81,29-01-2025 02:23,8840.86,,rohit.verma
Sunita Chopra,outgoing,273.67,9769.79,29-01-2025 02:28,9496.12,,sunita.chopra
Amit Gupta,incoming,168.55,3252.67,29-01-2025 02:29,3421.22,,amit.gupta
Kavita Iyer,incoming,472.59,5881.72,29-01-2025 02:32,6354.31,,kavita.iyer
Amit Mehta,incoming,396.28,7104.7,29-01-2025 02:33,7500.98,,amit.mehta
Deepak Reddy,incoming,385.6,3484.06,29-01-2025 02:38,3869.66,,deepak.reddy
Rohit Singh,incoming,280.72,2864.32,29-01-2025 02:43,3145.04,,rohit.singh
Kavita Patel,incoming,261.93,7458.82,29-01-2025 02:51,7720.75,,kavita.patel
Amit Reddy,outgoing,960.39,1758.12,29-01-2025 02:54,797.73,,amit.reddy
Anjali Mehta,outgoing,889.64,3257.43,29-01-2025 03:13,2367.79,,anjali.mehta
Sunita Sharma,incoming,877.41,2828.27,29-01-2025 03:14,3705.68,,sunita.sharma
Sanjay Mehta,incoming,496.7,3631.1,29-01-2025 03:16,4127.8,,sanjay.mehta
Deepak Iyer,incoming,803.29,1598.06,29-01-2025 03:19,2401.35,,deepak.iyer
Rahul Patel,outgoing,961.95,9311.06,29-01-2025 03:20,8349.11,,rahul.patel
Rajesh Mehta,incoming,433.04,3455.77,29-01-2025 03:25,3888.81,,rajesh.mehta
Rohit Verma,outgoing,860.21,8462.81,29-01-2025 03:29,7602.6,,rohit.verma
Rohit Singh,incoming,928.68,6374.31,29-01-2025 03:43,7302.99,,rohit.singh
Anjali Patel,incoming,130.39,6516.04,29-01-2025 03:48,6646.43,,anjali.patel
Rajesh Nair,incoming,451.76,3975.49,29-01-2025 03:50,4427.25,,rajesh.nair
Kavita Iyer,outgoing,349.81,1418.73,29-01-2025 03:52,1068.92,,kavita.iyer
Amit Reddy,outgoing,473.22,3742.58,29-01-2025 03:56,3269.36,,amit.reddy
Anjali Patel,incoming,689.32,7525.98,29-01-2025 03:57,8215.3,,anjali.patel
Rajesh Singh,incoming,418.36,6544.54,29-01-2025 04:01,6962.9,,rajesh.singh
Amit Gupta,incoming,864.02,9553.85,29-01-2025 04:04,10417.87,,amit.gupta
Rahul Verma,incoming,605.82,9913.03,29-01-2025 04:08,10518.85,,rahul.verma
Rahul Sharma,outgoing,492.4,5238.32,29-01-2025 04:13,4745.92,,rahul.sharma
Amit Reddy,outgoing,841.28,3742.58,29-01-2025 04:20,2901.3,,amit.reddy
Sunita Singh,outgoing,916.7,5594.46,29-01-2025 04:21,4677.76,,sunita.singh
Deepak Singh,incoming,126.05,2867.47,29-01-2025 04:26,2993.52,,deepak.singh
Priya Iyer,incoming,167.97,5411.04,29-01-2025 04:31,5579.01,,priya.iyer
Deepak Sharma,incoming,209.75,9534.68,29-01-2025 04:38,9744.43,,deepak.sharma
Rohit Verma,incoming,464.35,9225.42,29-01-2025 04:41,9689.77,,rohit.verma
Amit Gupta,outgoing,346.65,8790.88,29-01-2025 04:59,8444.23,,amit.gupta
Rohit Chopra,incoming,752.09,7080.94,29-01-2025 05:06,7833.03,,rohit.chopra
Kavita Mehta,incoming,170.07,4514.27,29-01-2025 05:08,4684.34,,kavita.mehta
Rajesh Verma,incoming,672,6057.42,29-01-2025 05:19,6729.42,,rajesh.verma
Amit Chopra,outgoing,207.6,7380.78,29-01-2025 05:28,7173.18,,amit.chopra
Sanjay Iyer,outgoing,369.15,5935.47,29-01-2025 05:36,5566.32,,sanjay.iyer
Sanjay Patel,outgoing,402.02,2657.01,29-01-2025 05:38,2254.99,,sanjay.patel
Sunita Chopra,outgoing,754.27,4216.18,29-01-2025 05:38,3461.91,,sunita.chopra
Sanjay Iyer,outgoing,722.92,9241.82,29-01-2025 05:46,8518.9,,sanjay.iyer
Priya Iyer,outgoing,148.36,9402.66,29-01-2025 05:51,9254.3,,priya.iyer
Kavita Singh,outgoing,753.45,4709.11,29-01-2025 05:54,3955.66,,kavita.singh
Anjali Singh,outgoing,280.16,5569.11,29-01-2025 05:59,5288.95,,anjali.singh
Amit Verma,incoming,493.65,5790.39,29-01-2025 06:03,6284.04,,amit.verma
Rahul Sharma,incoming,678.67,6574.3,29-01-2025 06:07,7252.97,,rahul.sharma
Amit Patel,outgoing,500.3,5814.18,29-01-2025 06:09,5313.88,,amit.patel
Rahul Verma,outgoing,682.03,9913.03,29-01-2025 06:16,9231,,rahul.verma
Rohit Singh,outgoing,519.08,6374.31,29-01-2025 06:17,5855.23,,rohit.singh
Anjali Singh,incoming,134.04,5569.11,29-01-2025 06:20,5703.15,,anjali.singh
Rajesh Nair,incoming,792.12,2792.91,29-01-2025 06:34,3585.03,,rajesh.nair
Sunita Patel,outgoing,934.09,7775.04,29-01-2025 06:37,6840.95,,sunita.patel
Anjali Singh,outgoing,247.16,2156.17,29-01-2025 06:47,1909.01,,anjali.singh
Deepak Chopra,outgoing,397.49,9618.18,29-01-2025 06:55,9220.69,,deepak.chopra
Priya Iyer,incoming,892.66,5411.04,29-01-2025 06:59,6303.7,,priya.iyer
Anjali Gupta,outgoing,704.28,2052.82,29-01-2025 07:02,1348.54,,anjali.gupta
Priya Singh,incoming,432.65,6441.56,29-01-2025 07:05,6874.21,,priya.singh
Kavita Verma,incoming,833.05,2940.21,29-01-2025 07:17,3773.26,,kavita.verma
Anjali Nair,incoming,859.47,3431.04,29-01-2025 07:22,4290.51,,anjali.nair
Anjali Reddy,outgoing,648.82,7007.81,29-01-2025 07:32,6358.99,,anjali.reddy
Amit Gupta,outgoing,478.72,9553.85,29-01-2025 07:36,9075.13,,amit.gupta
Priya Mehta,outgoing,714.87,9830.05,29-01-2025 07:36,9115.18,,priya.mehta
Sanjay Singh,incoming,169.63,2780.93,29-01-2025 07:41,2950.56,,sanjay.singh
Sunita Chopra,incoming,122.9,5453.09,29-01-2025 07:42,5575.99,,sunita.chopra
Rohit Iyer,outgoing,827.44,5828.23,29-01-2025 07:44,5000.79,,rohit.iyer
Rahul Gupta,outgoing,279.64,7928.04,29-01-2025 08:00,7648.4,,rahul.gupta
Rohit Verma,incoming,151.2,9225.42,29-01-2025 08:09,9376.62,,rohit.verma
Anjali Iyer,incoming,392.59,2014.44,29-01-2025 08:13,2407.03,,anjali.iyer
Amit Gupta,incoming,342.78,1224.14,29-01-2025 08:17,1566.92,,amit.gupta
Deepak Sharma,outgoing,499.43,3257.05,29-01-2025 08:17,2757.62,,deepak.sharma
Amit Patel,outgoing,327.24,1988.76,29-01-2025 08:26,1661.52,,amit.patel
Priya Singh,incoming,676.2,1711.46,29-01-2025 08:28,2387.66,,priya.singh
Sunita Sharma,outgoing,977.23,8077.2,29-01-2025 08:30,7099.97,,sunita.sharma
Rohit Singh,incoming,391.32,5218.59,29-01-2025 08:38,5609.91,,rohit.singh
Amit Patel,incoming,981.42,6258.68,29-01-2025 08:45,7240.1,,amit.patel
Deepak Nair,incoming,580.26,5158.73,29-01-2025 08:48,5738.99,,deepak.nair
Rohit Nair,outgoing,466.82,2731.94,29-01-2025 08:48,2265.12,,rohit.nair
Rahul Chopra,incoming,808.73,3834.33,29-01-2025 08:54,4643.06,,rahul.chopra
Deepak Nair,outgoing,686.6,4663.66,29-01-2025 09:00,3977.06,,deepak.nair
Rajesh Singh,incoming,870.91,9107.96,29-01-2025 09:03,9978.87,,rajesh.singh
Priya Verma,outgoing,698.34,9126.78,29-01-2025 09:08,8428.44,,priya.verma
Anjali Chopra,outgoing,889.85,4137.76,29-01-2025 09:16,3247.91,,anjali.chopra
Sanjay Singh,incoming,482.96,7470.72,29-01-2025 09:19,7953.68,,sanjay.singh
Amit Patel,outgoing,321.9,9607.46,29-01-2025 09:25,9285.56,,amit.patel
Rahul Reddy,incoming,944.81,4260.26,29-01-2025 09:25,5205.07,,rahul.reddy
Rohit Singh,incoming,500.6,8851.26,29-01-2025 09:25,9351.86,,rohit.singh
Sunita Gupta,outgoing,904.32,5013.83,29-01-2025 09:32,4109.51,,sunita.gupta
Rahul Singh,outgoing,287.57,5028.86,29-01-2025 09:43,4741.29,,rahul.singh
Deepak Iyer,incoming,918.23,7054.15,29-01-2025 09:45,7972.38,,deepak.iyer
Rajesh Singh,incoming,421.85,6544.54,29-01-2025 09:48,6966.39,,rajesh.singh
Sanjay Patel,incoming,380.35,5492.3,29-01-2025 09:58,5872.65,,sanjay.patel
Priya Verma,incoming,465.66,9908.68,29-01-2025 10:02,10374.34,,priya.verma
Priya Chopra,incoming,200.21,6932.19,29-01-2025 10:05,7132.4,,priya.chopra
Sunita Sharma,outgoing,727.98,3662.34,29-01-2025 10:07,2934.36,,sunita.sharma
Priya Nair,incoming,788.93,5645.5,29-01-2025 10:08,6434.43,,priya.nair
Amit Gupta,incoming,981.23,6048.24,29-01-2025 10:19,7029.47,,amit.gupta
Sanjay Mehta,incoming,765.18,5390.56,29-01-2025 10:23,6155.74,,sanjay.mehta
Anjali Nair,outgoing,409.77,9808.55,29-01-2025 10:44,9398.78,,anjali.nair
Amit Chopra,incoming,789.28,3506.12,29-01-2025 10:56,4295.4,,amit.chopra
Kavita Verma,outgoing,667.78,1735.9,29-01-2025 10:56,1068.12,,kavita.verma
Anjali Reddy,outgoing,250.79,4834.63,29-01-2025 11:00,4583.84,,anjali.reddy
Sunita Reddy,outgoing,432.41,5816.57,29-01-2025 11:08,5384.16,,sunita.reddy
Kavita Chopra,incoming,293.13,4138.96,29-01-2025 11:13,4432.09,,kavita.chopra
Rajesh Sharma,outgoing,494.47,5419.58,29-01-2025 11:14,4925.11,,rajesh.sharma
Sunita Chopra,outgoing,526.78,2444.12,29-01-2025 11:14,1917.34,,sunita.chopra
Rajesh Iyer,incoming,354.06,9822.7,29-01-2025 11:27,10176.76,,rajesh.iyer
Rohit Nair,incoming,858.6,4577.05,29-01-2025 11:33,5435.65,,rohit.nair
Deepak Verma,incoming,301.58,9682.69,29-01-2025 11:41,9984.27,,deepak.verma
Sunita Iyer,outgoing,576.2,4176.65,29-01-2025 11:52,3600.45,,sunita.iyer
Priya Sharma,outgoing,522.93,6471.99,29-01-2025 11:59,5949.06,,priya.sharma
Rahul Mehta,incoming,544.74,2441.55,29-01-2025 12:17,2986.29,,rahul.mehta
Sanjay Reddy,outgoing,418.15,3197.3,29-01-2025 12:22,2779.15,,sanjay.reddy
Deepak Iyer,outgoing,718.07,1838.47,29-01-2025 12:25,1120.4,,deepak.iyer
Deepak Sharma,incoming,273.12,4570.03,29-01-2025 12:25,4843.15,,deepak.sharma
Rajesh Gupta,incoming,680.78,6489.36,29-01-2025 12:26,7170.14,,rajesh.gupta
Amit Reddy,outgoing,948.84,6799.26,29-01-2025 12:31,5850.42,,amit.reddy
Sanjay Sharma,outgoing,490.5,3810.17,29-01-2025 12:32,3319.67,,sanjay.sharma
Rohit Gupta,outgoing,433.36,8337.15,29-01-2025 12:37,7903.79,,rohit.gupta
Rahul Sharma,incoming,118.76,4493.78,29-01-2025 12:45,4612.54,,rahul.sharma
Amit Patel,incoming,943.04,5814.18,29-01-2025 13:02,6757.22,,amit.patel
Priya Verma,outgoing,670.61,1532.06,29-01-2025 13:04,861.45,,priya.verma
Rohit Patel,outgoing,686.05,7671.8,29-01-2025 13:04,6985.75,,rohit.patel
Rahul Sharma,incoming,261.13,7864.41,29-01-2025 13:09,8125.54,,rahul.sharma
Deepak Mehta,incoming,217.47,7940.25,29-01-2025 13:15,8157.72,,deepak.mehta
Amit Patel,incoming,737.79,1988.76,29-01-2025 13:21,2726.55,,amit.patel
Sunita Chopra,incoming,709.06,7975.2,29-01-2025 13:25,8684.26,,sunita.chopra
Rohit Chopra,outgoing,702.48,7080.94,29-01-2025 13:32,6378.46,,rohit.chopra
Deepak Chopra,incoming,178.76,1438.66,29-01-2025 13:35,1617.42,,deepak.chopra
Rajesh Nair,incoming,170.33,2119.07,29-01-2025 13:45,2289.4,,rajesh.nair
Rajesh Nair,incoming,876.7,3888.07,29-01-2025 13:50,4764.77,,rajesh.nair
Kavita Nair,outgoing,448.55,9572.68,29-01-2025 13:51,9124.13,,kavita.nair
Rohit Verma,incoming,423.37,8360.74,29-01-2025 14:10,8784.11,,rohit.verma
Anjali Singh,incoming,653.22,2290.5,29-01-2025 14:15,2943.72,,anjali.singh
Rajesh Mehta,incoming,729.17,3269.76,29-01-2025 14:25,3998.93,,rajesh.mehta
Priya Mehta,incoming,292.98,9830.05,29-01-2025 14:28,10123.03,,priya.mehta
Rohit Mehta,incoming,521.28,2027.28,29-01-2025 14:35,2548.56,,rohit.mehta
Sanjay Patel,incoming,176.9,5492.3,29-01-2025 14:37,5669.2,,sanjay.patel
Amit Iyer,incoming,772.65,2790.92,29-01-2025 14:43,3563.57,,amit.iyer
Kavita Iyer,incoming,708.08,2347.71,29-01-2025 14:46,3055.79,,kavita.iyer
Sunita Verma,incoming,789.83,4453.26,29-01-2025 15:00,5243.09,,sunita.verma
Rohit Verma,incoming,663.68,9225.42,29-01-2025 15:27,9889.1,,rohit.verma
Rajesh Sharma,incoming,759.5,3116.69,29-01-2025 15:46,3876.19,,rajesh.sharma
Rajesh Iyer,incoming,133.36,5977.67,29-01-2025 16:03,6111.03,,rajesh.iyer
Anjali Patel,outgoing,776.61,7721.87,29-01-2025 16:10,6945.26,,anjali.patel
Priya Mehta,incoming,879.82,4559.45,29-01-2025 16:18,5439.27,,priya.mehta
Kavita Reddy,outgoing,639.04,2480.54,29-01-2025 16:22,1841.5,,kavita.reddy
Rajesh Sharma,incoming,666.31,6094.79,29-01-2025 16:26,6761.1,,rajesh.sharma
Anjali Patel,outgoing,218.93,7525.98,29-01-2025 16:37,7307.05,,anjali.patel
Anjali Singh,incoming,607.33,9023.44,29-01-2025 16:45,9630.77,,anjali.singh
Amit Singh,incoming,963.66,1189.64,29-01-2025 16:51,2153.3,,amit.singh
Priya Iyer,outgoing,940.47,6429.51,29-01-2025 17:00,5489.04,,priya.iyer
Kavita Singh,outgoing,325.49,9953.82,29-01-2025 17:02,9628.33,,kavita.singh
Sunita Patel,incoming,460.7,2512.01,29-01-2025 17:02,2972.71,,sunita.patel
Anjali Patel,outgoing,846.49,1080.11,29-01-2025 17:06,233.62,,anjali.patel
Rahul Singh,outgoing,214.41,6485.82,29-01-2025 17:12,6271.41,,rahul.singh
Rohit Verma,outgoing,223.18,6220.04,29-01-2025 17:13,5996.86,,rohit.verma
Rahul Nair,outgoing,615.94,6823.4,29-01-2025 17:24,6207.46,,rahul.nair
Sunita Iyer,incoming,720.79,8312.85,29-01-2025 17:24,9033.64,,sunita.iyer
Sanjay Singh,outgoing,142.84,1725.24,29-01-2025 17:31,1582.4,,sanjay.singh
Priya Gupta,outgoing,466.83,1493.91,29-01-2025 17:47,1027.08,,priya.gupta
Deepak Nair,outgoing,923.02,4498.05,29-01-2025 17:49,3575.03,,deepak.nair
Priya Reddy,outgoing,557.45,5430.83,29-01-2025 17:57,4873.38,,priya.reddy
Amit Verma,incoming,451.33,1337.43,29-01-2025 18:01,1788.76,,amit.verma
Kavita Gupta,incoming,729.99,5107.38,29-01-2025 18:01,5837.37,,kavita.gupta
Rajesh Mehta,incoming,108.32,4111.18,29-01-2025 18:13,4219.5,,rajesh.mehta
Anjali Verma,incoming,454.97,7816.74,29-01-2025 18:20,8271.71,,anjali.verma
Sanjay Sharma,outgoing,830.38,3810.17,29-01-2025 18:38,2979.79,,sanjay.sharma
Priya Patel,outgoing,775.09,2430.4,29-01-2025 18:40,1655.31,,priya.patel
Priya Chopra,outgoing,190.91,1048.14,29-01-2025 18:56,857.23,,priya.chopra
Rohit Nair,incoming,307,2731.94,29-01-2025 19:03,3038.94,,rohit.nair
Rahul Iyer,outgoing,889.95,7417.22,29-01-2025 19:05,6527.27,,rahul.iyer
Kavita Sharma,outgoing,146.14,2154.98,29-01-2025 19:09,2008.84,,kavita.sharma
Rahul Reddy,incoming,463.36,9258.07,29-01-2025 19:11,9721.43,,rahul.reddy
Rahul Reddy,incoming,956.11,2475.92,29-01-2025 19:11,3432.03,,rahul.reddy
Rajesh Sharma,outgoing,177.46,2372.96,29-01-2025 19:31,2195.5,,rajesh.sharma
Rahul Patel,incoming,620.87,8182.54,29-01-2025 19:34,8803.41,,rahul.patel
